CINDUSTRY2,CODE,COMPANYCODE,COMPANYNAME,EXCHANGE,ITPROFILE21,ITPROFILE26,ITPROFILE38,NAME,NO,SNAME,STYLE,STYLECODE,SYMBOL
商业贸易,0601116,80023669,三江购物俱乐部股份有限公司,CNSESH,54767.839999999997,0574-83886893,www.sse.com.cn,,2137,三江购物,464,801200,601116
轻工制造,1002599,80124192,北京盛通印刷股份有限公司,CNSESZ,54791.980499999998,010-67871609,www.cninfo.com.cn,,2138,盛通股份,464,801140,002599
电子,1002618,80180101,深圳丹邦科技股份有限公司,CNSESZ,54792,"0755-26511518,0755-26981518",www.cninfo.com.cn,,2139,丹邦科技,464,801080,002618
建筑材料,0600876,10000825,洛阳玻璃股份有限公司,CNSESH,54854.0432,"0379-63908588,0379-63908637,0379-63908833","www.sse.com.cn,www.hkexnews.hk",,2140,洛阳玻璃,464,801710,600876
机械设备,0900924,10000792,上工申贝(集团)股份有限公司,CNSESH,54858.959999999999,"021-68407392,021-68407700,021-68407515",www.sse.com.cn,,2141,上工B股,464,801890,900924
机械设备,0600843,10000792,上工申贝(集团)股份有限公司,CNSESH,54858.959999999999,"021-68407392,021-68407700,021-68407515",www.sse.com.cn,,2142,上工申贝,464,801890,600843
化工,1000737,10001051,南风化工集团股份有限公司,CNSESZ,54876,0359-8967118,www.cninfo.com.cn,,2143,ST南风,464,801030,000737
化工,1002246,80106462,北方化学工业股份有限公司,CNSESZ,54903.479399999997,"0830-2796927,0830-2796924",www.cninfo.com.cn,,2144,北化股份,464,801030,002246
休闲服务,1002033,10001430,丽江玉龙旅游股份有限公司,CNSESZ,54949.071100000001,"0888-5306327,0888-5306320",www.cninfo.com.cn,,2145,丽江股份,464,801210,002033
计算机,1300202,80172142,聚龙股份有限公司,CNSESZ,54950.400000000001,0412-2538288,www.cninfo.com.cn,,2146,聚龙股份,464,801750,300202
化工,0600249,10001325,柳州两面针股份有限公司,CNSESH,55000,0772-2506159,www.sse.com.cn,,2147,两面针,464,801030,600249
计算机,1002920,80392446,惠州市德赛西威汽车电子股份有限公司,CNSESZ,55000,0752-2638669,,,2148,德赛西威,464,801750,002920
传媒,0601999,80103301,北方联合出版传媒(集团)股份有限公司,CNSESH,55091.470000000001,024-23285500,www.sse.com.cn,,2149,出版传媒,464,801760,601999
医药生物,1300401,80153375,浙江花园生物高科股份有限公司,CNSESZ,55100.755700000002,0579-86271622,www.cninfo.com.cn,,2150,花园生物,464,801150,300401
公用事业,1300137,80153529,河北先河环保科技股份有限公司,CNSESZ,55103.254999999997,0311-85323900,www.cninfo.com.cn,,2151,先河环保,464,801160,300137
化工,1300107,80149252,河北建新化工股份有限公司,CNSESZ,55117.462200000002,0317-3598366,www.cninfo.com.cn,,2152,建新股份,464,801030,300107
电子,1300390,80198767,苏州天华超净科技股份有限公司,CNSESZ,55127.599999999999,0512-62852336,www.cninfo.com.cn,,2153,天华超净,464,801080,300390
汽车,1000017,10000606,深圳中华自行车(集团)股份有限公司,CNSESZ,55134.794699999999,"0755-25516998,0755-28181666",www.cninfo.com.cn,,2154,*ST中华A,464,801880,000017
汽车,1200017,10000606,深圳中华自行车(集团)股份有限公司,CNSESZ,55134.794699999999,"0755-25516998,0755-28181666",www.cninfo.com.cn,,2155,*ST中华B,464,801880,200017
化工,0603977,80400095,江西国泰集团股份有限公司,CNSESH,55158.157700000003,0791-88119816,www.sse.com.cn,,2156,国泰集团,464,801030,603977
交通运输,0900914,10000457,上海锦江国际实业投资股份有限公司,CNSESH,55161.010699999999,021-63218800,www.sse.com.cn,,2157,锦投B股,464,801170,900914
交通运输,0600650,10000457,上海锦江国际实业投资股份有限公司,CNSESH,55161.010699999999,021-63218800,www.sse.com.cn,,2158,锦江投资,464,801170,600650
轻工制造,0600135,10000105,乐凯胶片股份有限公司,CNSESH,55330.709900000002,0312-7922692,www.sse.com.cn,,2159,乐凯胶片,464,801140,600135
机械设备,1002514,80157315,苏州宝馨科技实业股份有限公司,CNSESZ,55403.426399999997,0512-66729265,www.cninfo.com.cn,,2160,宝馨科技,464,801890,002514
轻工制造,1002084,80084554,广州海鸥住宅工业股份有限公司,CNSESZ,55459.852800000001,"020-34807004,020-34808178",www.cninfo.com.cn,,2161,海鸥住工,464,801140,002084
有色金属,0601020,80459201,西藏华钰矿业股份有限公司,CNSESH,55512.408000000003,0891-6329000-8054,,,2162,华钰矿业,464,801050,601020
机械设备,1002487,80151990,辽宁大金重工股份有限公司,CNSESZ,55571.800000000003,0418-6602618,www.cninfo.com.cn,,2163,大金重工,464,801890,002487
机械设备,0600375,10001268,汉马科技集团股份有限公司,CNSESH,55574.059699999998,0555-8323038,www.sse.com.cn,,2164,华菱星马,464,801890,600375
公用事业,1002911,80179109,佛燃能源集团股份有限公司,CNSESZ,55600,0757-83036288,,,2165,佛燃能源,464,801160,002911
机械设备,1002559,80167408,江苏亚威机床股份有限公司,CNSESZ,55672.301200000002,0514-86880522,www.cninfo.com.cn,,2166,亚威股份,464,801890,002559
医药生物,0600129,10000100,重庆太极实业(集团)股份有限公司,CNSESH,55689.074399999998,023-89886129,www.sse.com.cn,,2167,太极集团,464,801150,600129
家用电器,1002260,80116560,德奥通用航空股份有限公司,CNSESZ,55692,0757-88374384,www.cninfo.com.cn,,2168,*ST德奥,464,801110,002260
医药生物,1300463,80133656,迈克生物股份有限公司,CNSESZ,55710.929499999998,028-81731186,www.cninfo.com.cn,,2169,迈克生物,464,801150,300463
电气设备,0600405,10001341,北京动力源科技股份有限公司,CNSESH,55714.394800000002,010-83681321,www.sse.com.cn,,2170,动力源,464,801730,600405
建筑装饰,0603018,80133651,华设设计集团股份有限公司,CNSESH,55718.412700000001,"025-88018855,025-88018838",www.sse.com.cn,,2171,华设集团,464,801720,603018
国防军工,1300101,80133658,成都振芯科技股份有限公司,CNSESZ,55734,"028-65557629,028-65557626",www.cninfo.com.cn,,2172,振芯科技,464,801740,300101
电子,1300077,80018244,国民技术股份有限公司,CNSESZ,55761.5,0755-86916692,www.cninfo.com.cn,,2173,国民技术,464,801080,300077
电气设备,1300011,80120140,北京鼎汉技术集团股份有限公司,CNSESZ,55865.038699999997,010-83683366,www.cninfo.com.cn,,2174,鼎汉技术,464,801730,300011
电气设备,0600475,10001288,无锡华光环保能源集团股份有限公司,CNSESH,55939.221100000002,0510-82833965,www.sse.com.cn,,2175,华光环能,464,801730,600475
传媒,0600892,10000560,大晟时代文化投资股份有限公司,CNSESH,55946.418799999999,0755-82359089,www.sse.com.cn,,2176,*ST大晟,464,801760,600892
综合,1000508,10000850,海南民源现代农业发展股份有限公司,CNSESZ,55956.419999999998,0898-5358171,,,2177,琼民源A,464,801230,000508
非银金融,1002647,80113668,仁东控股股份有限公司,CNSESZ,55993.665000000001,010-57808558,www.cninfo.com.cn,,2178,仁东控股,464,801790,002647
建筑装饰,0603843,80442997,正平路桥建设股份有限公司,CNSESH,56000.419999999998,0971-8588071,www.sse.com.cn,,2179,正平股份,464,801720,603843
交通运输,0603569,80138194,北京长久物流股份有限公司,CNSESH,56027.636899999998,010-57355969,www.sse.com.cn,,2180,长久物流,464,801170,603569
食品饮料,1002597,80175928,安徽金禾实业股份有限公司,CNSESZ,56082.922100000003,"0550-5612755,0550-5682597",www.cninfo.com.cn,,2181,金禾实业,464,801120,002597
机械设备,1000570,10000912,常柴股份有限公司,CNSESZ,56137.4326,0519-68683155,www.cninfo.com.cn,,2182,苏常柴A,464,801890,000570
机械设备,1200570,10000912,常柴股份有限公司,CNSESZ,56137.4326,0519-68683155,www.cninfo.com.cn,,2183,苏常柴B,464,801890,200570
医药生物,0603087,80107569,甘李药业股份有限公司,CNSESH,56154,010-80593699,,,2184,甘李药业,464,801150,603087
汽车,0603023,80198806,哈尔滨威帝电子股份有限公司,CNSESH,56207.9807,"0451-87101777,0451-87101100",www.cninfo.com.cn,,2185,威帝股份,464,801880,603023
建筑装饰,0603828,80206746,苏州柯利达装饰股份有限公司,CNSESH,56208.0533,0512-68257827,www.sse.com.cn,,2186,柯利达,464,801720,603828
交通运输,1002682,80196607,龙洲集团股份有限公司,CNSESZ,56236.859400000001,0597-3100699,www.cninfo.com.cn,,2187,龙洲股份,464,801170,002682
化工,0600669,10000476,鞍山合成(集团)股份有限公司,CNSESH,56241.529900000001,0412-2222223,"www.neeq.com.cn,www.neeq.cc",,2188,*ST鞍成,464,801030,600669
农林牧渔,1002548,80167148,深圳市金新农科技股份有限公司,CNSESZ,56254.472300000001,"0755-29420820,0755-27166108",www.cninfo.com.cn,,2189,金新农,464,801010,002548
电气设备,1002364,80107829,杭州中恒电气股份有限公司,CNSESZ,56356.495999999999,0571-86699838,www.cninfo.com.cn,,2190,中恒电气,464,801730,002364
电子,0600237,10000194,安徽铜峰电子股份有限公司,CNSESH,56436.9565,0562-2819178,www.sse.com.cn,,2191,铜峰电子,464,801080,600237
机械设备,0603486,80548146,科沃斯机器人股份有限公司,CNSESH,56456.667500000003,0512-65875866,,,2192,科沃斯,464,801890,603486
机械设备,1300382,80198867,苏州斯莱克精密设备股份有限公司,CNSESZ,56456.941500000001,0512-66590361,www.cninfo.com.cn,,2193,斯莱克,464,801890,300382
医药生物,1002166,80098551,桂林莱茵生物科技股份有限公司,CNSESZ,56521.474000000002,0773-3568809,www.cninfo.com.cn,,2194,莱茵生物,464,801150,002166
医药生物,1300298,80190476,三诺生物传感股份有限公司,CNSESZ,56531.473400000003,0731-89935529,www.cninfo.com.cn,,2195,三诺生物,464,801150,300298
传媒,1002148,80097449,北京北纬通信科技股份有限公司,CNSESZ,56577.3727,010-88356661,www.cninfo.com.cn,,2196,北纬科技,464,801760,002148
建筑材料,1002671,80195677,山东龙泉管道工程股份有限公司,CNSESZ,56693.036800000002,0519-69653996,www.cninfo.com.cn,,2197,龙泉股份,464,801710,002671
汽车,1002684,80189557,猛狮新能源科技(河南)股份有限公司,CNSESZ,56737.438900000001,0754-86989573,www.cninfo.com.cn,,2198,ST猛狮,464,801880,002684
传媒,1300269,80036750,深圳市联建光电股份有限公司,CNSESZ,56766.7546,0755-29746682,www.cninfo.com.cn,,2199,联建光电,464,801760,300269
机械设备,1002645,80187886,江苏华宏科技股份有限公司,CNSESZ,56772.169800000003,0510-80629685,www.cninfo.com.cn,,2200,华宏科技,464,801890,002645
交通运输,1002627,80179110,湖北宜昌交运集团股份有限公司,CNSESZ,56780.624400000001,0717-6451437,www.cninfo.com.cn,,2201,宜昌交运,464,801170,002627
医药生物,0600285,10000231,河南羚锐制药股份有限公司,CNSESH,56780.8992,0376-2973569,www.sse.com.cn,,2202,羚锐制药,464,801150,600285
综合,0600784,10000733,鲁银投资集团股份有限公司,CNSESH,56817.784599999999,0531-59596777,www.sse.com.cn,,2203,鲁银投资,464,801230,600784
通信,1300050,80139416,珠海世纪鼎利科技股份有限公司,CNSESZ,57159.671799999996,0756-3626066,www.cninfo.com.cn,,2204,世纪鼎利,464,801770,300050
公用事业,1000421,10000693,南京公用发展股份有限公司,CNSESZ,57264.693399999996,"025-86383611,025-86383650",www.cninfo.com.cn,,2205,南京公用,464,801160,000421
医药生物,0600222,10000180,河南太龙药业股份有限公司,CNSESH,57388.628299999997,"0371-67992262,0371-67982194",www.sse.com.cn,,2206,太龙药业,464,801150,600222
纺织服装,0601566,80172454,九牧王股份有限公司,CNSESH,57463.714999999997,0592-2955789,www.sse.com.cn,,2207,九牧王,464,801130,601566
汽车,1002765,80193468,蓝黛科技集团股份有限公司,CNSESZ,57517.529000000002,023-41410188,www.cninfo.com.cn,,2208,蓝黛科技,464,801880,002765
有色金属,1002057,80079949,中钢天源股份有限公司,CNSESZ,57528.777600000001,0555-5200209,www.cninfo.com.cn,,2209,中钢天源,464,801050,002057
传媒,0600634,10000441,上海富控互动娱乐股份有限公司,CNSESH,57573.208100000003,021-63288082,www.sse.com.cn,,2210,*ST富控,464,801760,600634
化工,0603188,80122188,江苏亚邦染料股份有限公司,CNSESH,57600,0519-88316008,www.sse.com.cn,,2211,ST亚邦,464,801030,603188
传媒,0603999,80328327,读者出版传媒股份有限公司,CNSESH,57600,"0931-8773313,0931-8773217",www.sse.com.cn,,2212,读者传媒,464,801760,603999
纺织服装,0603116,80150540,浙江红蜻蜓鞋业股份有限公司,CNSESH,57620.080000000002,"0577-67998807,0577-67322132",www.sse.com.cn,,2213,红蜻蜓,464,801130,603116
通信,1002544,80100869,广州杰赛科技股份有限公司,CNSESZ,57671.168700000002,020-84118343,www.cninfo.com.cn,,2214,杰赛科技,464,801770,002544
电子,1002369,80138851,深圳市卓翼科技股份有限公司,CNSESZ,57676.920400000003,0755-26997888,www.cninfo.com.cn,,2215,卓翼科技,464,801080,002369
医药生物,1002107,80089643,山东沃华医药科技股份有限公司,CNSESZ,57720.959999999999,0536-8553373,www.cninfo.com.cn,,2216,沃华医药,464,801150,002107
通信,1300252,80134036,深圳金信诺高新技术股份有限公司,CNSESZ,57747.883399999999,0755-86338291,www.cninfo.com.cn,,2217,金信诺,464,801770,300252
传媒,1002137,80095868,深圳市麦达数字股份有限公司,CNSESZ,57750.485399999998,0755-29672878,www.cninfo.com.cn,,2218,麦达数字,464,801760,002137
纺织服装,1002404,80140685,浙江嘉欣丝绸股份有限公司,CNSESZ,57767.364099999999,0573-82078789,www.cninfo.com.cn,,2219,嘉欣丝绸,464,801130,002404
汽车,1300428,80198708,河北四通新型金属材料股份有限公司,CNSESZ,57836.925300000003,0312-5806816,www.cninfo.com.cn,,2220,四通新材,464,801880,300428
房地产,0600890,10000558,中房置业股份有限公司,CNSESH,57919.4925,010-82608847,www.sse.com.cn,,2221,中房股份,464,801180,600890
汽车,0603730,80198750,上海岱美汽车内饰件股份有限公司,CNSESH,57953.240400000002,021-68945881,,,2222,岱美股份,464,801880,603730
医药生物,0603108,80277834,上海润达医疗科技股份有限公司,CNSESH,57953.407899999998,021-68406213,www.sse.com.cn,,2223,润达医疗,464,801150,603108
轻工制造,1002235,80114067,厦门安妮股份有限公司,CNSESZ,57957.2284,0592-3152372,www.cninfo.com.cn,,2224,安妮股份,464,801140,002235
计算机,1002368,80139142,太极计算机股份有限公司,CNSESZ,57964.042800000003,010-57702596,www.cninfo.com.cn,,2225,太极股份,464,801750,002368
医药生物,0600829,10000778,哈药集团人民同泰医药股份有限公司,CNSESH,57988.859700000001,0451-84600888,www.sse.com.cn,,2226,人民同泰,464,801150,600829
非银金融,0603093,80080089,南华期货股份有限公司,CNSESH,58000,0571-87833551,,,2227,南华期货,464,801790,603093
电子,1002077,80080324,江苏大港股份有限公司,CNSESZ,58034.851300000002,0511-88901009,www.cninfo.com.cn,,2228,*ST大港,464,801080,002077
化工,1000525,10000867,南京红太阳股份有限公司,CNSESZ,58077.287300000004,025-57883588,www.cninfo.com.cn,,2229,红太阳,464,801030,000525
传媒,1002712,80198675,思美传媒股份有限公司,CNSESZ,58120.248800000001,0571-86588028,www.cninfo.com.cn,,2230,思美传媒,464,801760,002712
医药生物,1300206,80172141,深圳市理邦精密仪器股份有限公司,CNSESZ,58172.184600000001,0755-26851437,www.cninfo.com.cn,,2231,理邦仪器,464,801150,300206
电气设备,1002518,80152351,深圳科士达科技股份有限公司,CNSESZ,58244.539400000001,0755-86168479,www.cninfo.com.cn,,2232,科士达,464,801730,002518
家用电器,1300272,80144125,开能健康科技集团股份有限公司,CNSESZ,58279.490899999997,021-58599901,www.cninfo.com.cn,,2233,开能健康,464,801110,300272
轻工制造,0603818,80145173,曲美家居集团股份有限公司,CNSESH,58299.954599999997,010-84482500,,,2234,曲美家居,464,801140,603818
通信,1002396,80082024,福建星网锐捷通讯股份有限公司,CNSESZ,58328.027800000003,"0591-83057977,0591-83057009",www.cninfo.com.cn,,2235,星网锐捷,464,801770,002396
采掘,0603979,80336536,金诚信矿业管理股份有限公司,CNSESH,58340.843200000003,010-82561878,www.sse.com.cn,,2236,金诚信,464,801020,603979
传媒,1000529,10000871,广东广弘控股股份有限公司,CNSESZ,58379.033000000003,"020-83603985,020-83603995",www.cninfo.com.cn,,2237,广弘控股,464,801760,000529
通信,0600462,10001301,深圳九有股份有限公司,CNSESH,58385,010-57613178,www.sse.com.cn,,2238,*ST九有,464,801770,600462
医药生物,1002737,80198755,葵花药业集团股份有限公司,CNSESZ,58400,0451-82307136,www.cninfo.com.cn,,2239,葵花药业,464,801150,002737
建筑装饰,1002469,80143394,山东三维石化工程股份有限公司,CNSESZ,58437.784,0533-7993828,www.cninfo.com.cn,,2240,三维工程,464,801720,002469
传媒,0600136,10000106,武汉当代明诚文化体育集团股份有限公司,CNSESH,58461.862300000001,027-87115482,www.sse.com.cn,,2241,当代文体,464,801760,600136
计算机,1300150,10002559,北京世纪瑞尔技术股份有限公司,CNSESZ,58510.605300000003,010-62970877,www.cninfo.com.cn,,2242,世纪瑞尔,464,801750,300150
化工,1002584,80173375,西陇科学股份有限公司,CNSESZ,58521.642200000002,020-62612188,www.cninfo.com.cn,,2243,西陇科学,464,801030,002584
